intent,text
offensive,more like Look at all those bitches
offensive,fuck her right in the pussy
offensive,some of them bitches give you more than a virus
offensive,Id pop dat lemon for some real pussy
offensive,Id break that little bitches finger
hate speech,done that spell check we know you meant fat liberal Dyke feminist Nazi bitches
offensive,right in the pussy
offensive,kike your a soft nigga
neither,Whats it say I see bird in it Lmao
offensive,is my big long lost brother I swear I do not know what Id do without this wetback
offensive,you a bitch nigga
offensive,eyy that pushin one for me bro cause you know that bitch better blow hah
offensive,when bitches get inches they be like
offensive,so what ur sayin is all I mess wit is hoes shady
offensive,v1 gun game pussy
offensive,fag
neither,guess whos eating cracker b without you
offensive,Apple TV got the NFL channel on that bitch I am pretty sure they are all on there I have watched a couple
offensive,although I will concede that bitch bought into the funnel bitches to Dwight NoPedo tho
offensive,bitch I got a ring now ho I aint fatherless no more ill fight you
offensive,bitch you opulent as fuck refrain from conversing upon matters of the middle class
offensive,listen cuntrag whore bitch shit be eensive as fuck man We had to do PR first that one year this year was the wedding so
offensive,lyin ass bitch
hate speech,you a fatherless wallet carrying ass video game playing ass negro breh You filth No way you can afford to date a TwitterHoney
neither,bread in general aint too good for yabut honky bread the worst
offensive,I love Louis CK Quit bein a faggot and suck that dick
offensive,I was gonna hold my tongue until I could get into another team but I could not do it anymore they are fuckin retarded
offensive,Shins a faggot I am glad your chipped him
hate speech,randies are fags
offensive,So you gon call me a nigger because of that Fuck wrong with you
hate speech,just fuckin roasted this faggot
offensive,Son We the sammich family out this bitch She KNOW Joey love sammiches
offensive,shit aint gon be funny when you need me to get you outta a horrific car crash bitch
offensive,you are filled with pimps and hoes We will just talk about those I knows
offensive,hell no cause Brad still walked away like yeah i fucked that niggas bitch
hate speech,we should hang out ovenjew Have a lot in common People waste time on nigs Jews r r problem
offensive,they still fucking trash I cant eat those to save my life
neither,Quickscoping trash TAKE OF THE TONY HAWK SETUP AND PLAY NORMALLY THATS NOT WHAT SNIPERS ARE FOR
hate speech,that should read suck on my bacon encrusted middle finger Muslim twats
offensive,touche muzzie fuckers hope it was set to go full of bacon and pork rinds
offensive,^^ still should have walked over and said something pussy
offensive,I got u bitch
offensive,I argue that Cersei is neither evil nor a bitch Shes greedy desperate to protect her children and to be valued in a world
neither,Half jar of marmalade shaved monkey saran wrap mini horse Give your best scene askkevin
offensive,give me credit lil bitch
neither,all trash to me
neither,August is trash
offensive,my fuckin back still hurts but it was worth it And I am still mad about the hoe incident Haha URL
offensive,u think that dream has anything to do with those two dumb bitches in San Diego lol
offensive,ant is a pussy man do not make me pull up the pic
offensive,im a boss ass bitch
offensive,lol you have tweeted bitch an excessive amount for you today you ok
hate speech,yourself faggot buy a dictionary
neither,looks like you took a red marker and colored on your leg
offensive,thanks bruh dont ever forget we still on the look out for these faggots
offensive,Sounds like there are some major bitches in your area
offensive,Is you sure you aint colored
offensive,AIDS aint all dat bad You can become da hoe and do da crack and aint gonna make no difference anyhow
neither,You tryin to say ofay
hate speech,You can always gets da colored folk back in da cage wit da KFC
neither,dink now uknow thats not true
offensive,lmao this nigguh
offensive,I will try tomorrow RT Gonna try and eliminate the word bitch out of my vocabulary I need to start bettering myself
offensive,shes a right twat Id tell you honestly Sky Honestly
offensive,make me white trash cousin fucker
hate speech,nothin much cousin touching white trash wigger wannabe bitch boy dick sucking fucking gay bitch
offensive,you a fucking wigger so stfu
offensive,Yeaa black bitches actin like they too good for an average nigga like they just got A1 credit and pussy
offensive,um no that only a fuck you bitch and done xavier will hopefully respect girls bc I am doing it alone and I do not want that
offensive,I never said you was a hoe guilty consents ass girl
offensive,fag
offensive,you better feel the love I do not even show these hoes love lol
offensive,lmao denote got a bitch here right now but he love her
offensive,I want it to be somewhat of a collage Money jewels cartiers etc Jus little shit to let niccas know we still here
offensive,a nicca anxious to hear that shit my g
offensive,my nicca
offensive,You guys wanna skull Fuck some clay birds this weeknd
hate speech,Butcountry music listeners really are hicks and alcoholics
offensive,big booty hoes
offensive,oh you mean Noah zimmermans cute ass I mean he should he talks to his hoes all day everyday his girl Courtney sooo
neither,looks prime for some trash pick up
hate speech,and fuck you too ya little bitch you look like a Mexican sucking a cock in ur profile
offensive,leezy got all the bitches
offensive,u can just ask him to suck his dick not that hard white trash
hate speech,niger
offensive,shit pic master hoe protecting ass bow tie nigga
hate speech,I am partial faggothomoboth fairly describes the same sick twisted Assholes out there
offensive,naaaaa just popped across my TL so I commented But nice try faggot
offensive,teabaggers are anti American Hows it feel to hate your country
neither,I do not think they believe in their communities ability to function wout whitey They choose to be hustled by big govt
hate speech,what do you want fag
hate speech,your a fag
offensive,do it then pussy
offensive,ill fuck you til you love me faggot
hate speech,shut up you stupid bitch
offensive,at least after nearly two decades of complete trash they put out ATYSYC to redeem themselves
offensive,these niggas must be deaf Whens the last time you heard a Roots song on the radio Quest do not get bitches
neither,I took it harder when Rivera retired I am not a Yankee fan but I have a lot of love and respect for em Especially the core
neither,my pops is from New York My family is Yankee obsessed My sister literally cried when she heard he was gonna
offensive,yeah wizards Agent zero bitches
neither,or your in the ghetto
offensive,because its hilarious how it makes teabaggers freak out I will do it again too
offensive,whole hoe outchea
offensive,I was hangin on them corners late Pockets wasnt straight bitch I aint gon make it at this rate dawg Know what I am sayin
offensive,I would have loved to watch Newman bitch slap Johnson Id pay to see that
offensive,Everybody knows that bitches love mullets Pantiedropin
offensive,we need to grow mullets together so we can get all the bitches and can hate on us
offensive,also is search of dirty white trash hookers for the weekends
offensive,awww shit lol I want my money too bitch Who else I give one tO
